Name,Seniority(year)
Hugh+Dalgleish,0.6794520547945205
Brendan F.+Phelan,0.0
Kent F.+Milfeld,0.0
Peter+Schuck,31.076712328767123
Naresh+Chand,0.0
Marco+Roncadelli,30.98904109589041
Dimitris N.+Mihailidis,0.0
Elias M.+Pentti,0.0
Konrad+Thürmer,12.361643835616439
Maciej+Sawicki,3.208219178082192
Kenji+Iwashita,0.0
Bilge+Yildiz,5.887671232876713
Deshdeep+Sahdev,13.33972602739726
Yasuo+Kuniyoshi,8.33972602739726
Colin G. W.+Thomas,0.0
Stanley+Jernow,0.5041095890410959
Rafael+Gutierrez,2.2739726027397262
Henning+Döscher,2.3945205479452056
Hajime+Fukuda,0.8575342465753425
Akio+Ishimizu,0.0
Frank+Wirner,2.8383561643835615
Alka B.+Garg,0.0
Natasha+Gabay,0.0
Darin+Beigie,0.8
Jukka+Tulkki,27.824657534246576
Christopher+Grossert,1.0575342465753426
Merav+Stern,0.0
Pavel E.+Kornilovitch,0.0
Ivan+Collier,0.0
Junichiro+Yasuda,0.0
Vanessa E.+Fairbank,0.0
Alexander J.+Shuskus,0.038356164383561646
Kym+Eden,0.0
Katerina+Chatziioannou,4.263013698630137
Florian+Geier,0.0
Vincenzo+Matta,0.0
Amy+Lien,0.0
Claus+Metzner,1.6164383561643836
Marie-Aude+Measson,0.0
M. Aparicio+Alcalde,0.0
Dipankar+Chakrabarti,15.147945205479452
Peter+Kafalas,0.0
Anh Khoa Augustin+Lu,0.0
Stefano+Braccini,1.336986301369863
Ameya Deepak+Rane,0.6191780821917808
Sona+Prakash,3.5013698630136987
Paolo+Serra,5.526027397260274
Stefan+Bretschneider,0.0
Peter A.+Kazaks,6.336986301369863
Gian Paolo+Brivio,21.216438356164385
Olivier+Boisron,0.0
Wilfried+Assenmacher,0.0
Christopher+Conklin,0.0
Claude+Porte,0.0
Julie+Goulet,0.0
Angelica M.+Stacy,0.5013698630136987
Marie+Lopez del Puerto,4.161643835616438
Tyler J.+Johnson,0.0
Frank R.+Graziani,27.126027397260273
Bojan A.+Marinkovic,0.0
Michael A.+Nielsen,6.476712328767123
Galya+Blum,1.5808219178082192
Ferial+Terki,0.0
Martin+Kammler,0.0
Michael+von Ortenberg,5.054794520547945
Mitsuhiro+Tanaka,7.134246575342465
Alexander+Seeholzer,0.0
László P.+Csernai,33.61095890410959
Robin+Schürmann,0.0
Steen+Dannefaer,0.0
Susanne+Horn,0.9972602739726028
William J.+Burke,0.6684931506849315
Dominik M.+Bauer,0.0
Shamashis+Sengupta,4.739726027397261
Hagen+Kleinert,47.106849315068494
Samuel+Rodriques,0.0
Shigenori+Hiramatsu,0.0
Stefan+Schacht,2.8794520547945206
Chariya+Jacobi,0.0
Willem+Norde,0.0
Thaddeus F.+Kycia,0.0
Wolfgang+Pietsch,0.0
Carlos E.+Colosqui,6.69041095890411
Preben+Hvelplund,14.213698630136987
Jan+Bal/a,3.336986301369863
Dakota+O’Dell,0.0
Samantha L.+White,0.0
Manoj P.+Samanta,3.084931506849315
Yoshio+Muto,0.0
Daniele+Montanino,15.221917808219178
Yasuhiro+Utsumi,13.572602739726028
Milind N.+Kunchur,25.523287671232875
Paulo H.+Valadares Pereira,0.0
Davide+Proment,6.635616438356164
Jonathan D.+Mar,0.0
Diyar+Talbayev,0.4410958904109589
Karen M.+Fonseca-Romero,7.057534246575343
Timothy J.+Beams,3.2383561643835614
Simone+Techert,12.961643835616439
Catherine+McCammon,6.624657534246575
Paulos+Chatzis,0.0
Carlos G.+Granados,1.4958904109589042
Noel+Perez,0.0
Jonathan+Edwards,0.0
Mourad+Oudich,2.632876712328767
Mehdi+Talamali,3.0191780821917806
Ágnes+Nagy,17.50958904109589
Walter+Haeffner,0.0
Adam+Lidz,2.7315068493150685
Vincent+Bretin,1.7178082191780821
Colm T.+Whelan,22.654794520547945
Yona+Oren,0.9780821917808219
Stanley+Byron,0.1232876712328767
Xinyang+Wang,3.4136986301369863
Pierre+Becker,0.0
Ralf+Busch,17.09315068493151
Susan L.+Dexheimer,0.0
Ioav+Waga,28.77260273972603
Luiz+Santos,3.893150684931507
Masatoshi+Fujimoto,4.967123287671233
Dmitri+Petrov,14.0
Janice W.+Guikema,0.0
Yasuaki+Onodera,0.0
ALLAN+GRIFFIN,0.0
Kiril+Hristov,0.0
Tommaso+Gabbriellini,0.0
Karl+Besocke,0.0
Takahiro+Yabuuchi,0.0
Sudhakar+Yarlagadda,25.301369863013697
Bhargav+Rallabandi,0.0
Henrik+Schulze,0.0
Michael+Bachman,0.0
Jonas T.+Karlsen,0.9123287671232877
Didier+Mathieu,0.0
Gouri Shankar+Tripathi,0.0
Hans-Jürgen+Sommers,23.59178082191781
Anatoly E.+Tolpin,0.0
Pascal+Chauve,3.8219178082191783
Matthias+Reichelt,0.0
Matthew+Hewitt,0.0
Peter G.+Wohlmut,0.0
Emily+Mount,0.0
Henning+Hagman,0.0
Nobuchika+Okada,19.164383561643834
Neeraj+Kumar,7.342465753424658
Mario+Rasetti,25.610958904109587
Michael D.+Thompson,1.536986301369863
Andrej+Kuznetsov,1.473972602739726
Michael+Pippig,0.0
José Alejandro+Rosabal,0.0
Arnab+Mukherjee,14.72054794520548
Jamshid Moradi+Kurdestany,3.0684931506849313
Marvin B.+Klein,0.0
Hajime+Inaba,7.021917808219178
Takuya+Susuki,0.0
Nikhil+Kumar,0.0
Jiro+Yoshida,0.0
Tatsuya+Katabuchi,13.545205479452054
Jacek+Grela,2.1397260273972605
William C.+King,18.473972602739725
Frank+Endres,0.0
Rafał+Kuś,0.0
Daria+Popova-Gorelova,1.1479452054794521
Markus+Böhm,1.3863013698630138
Nathanial+Burch,0.0
Bernhard+Goller,0.0
Dibya Kanti+Mukherjee,0.0
Chungjong+Yu,0.8684931506849315
Ciarán+Hickey,1.2712328767123289
Martin+Schadt,0.0
Bastian+Jungnitsch,3.0904109589041098
Masashi+Yoshida,0.663013698630137
Sharon L.+Sessions,2.356164383561644
Johannes+Courtial,15.016438356164384
Antoine+Goujon,2.7424657534246575
Yasuhiro+Mochizuki,0.0
Volodymyr+Turkowski,12.391780821917807
Supeng+Kou,6.997260273972603
Wolfgang+Mauerer,2.473972602739726
Junaidah+Osman,0.9945205479452055
Philip A.+Shea,0.0
Rahul+Marathe,8.832876712328767
Andreas+Schärer,0.6794520547945205
Sakura Nishino+Takeda,11.147945205479452
Peter J.+Tausch,0.0
Andreas+Schönhals,23.9013698630137
Fritz+Gassmann,0.0
Jan Skov+Pedersen,12.53972602739726
Luiz+Carlos Ryff,0.0
Valer+Tosa,11.715068493150685
Vincent+Lin,0.0
Xianggang+Qiu,9.161643835616438
Jacqueline+Krim,0.0
Matthieu+Legré,11.852054794520548
Naoko+Kurahashi,1.9287671232876713
Axel+Müller-Groeling,5.693150684931507
Jens-Christian+Meiners,11.304109589041095
Sven+Stienen,1.1506849315068493
Benoit+Semelin,0.0
Hubert K.+Chan,0.0
Marine+Verseils,0.0
Mauricio+Carrillo-Tripp,0.0
Irina E.+Lyublinskaya,0.0
Sebastian+Eckert,0.0
Martin V.+Ferer,0.0
Max+Morand,0.0
Christopher+Bottcher,0.0
Thierry+Roisnel,0.0
Soichiro+Okamura,0.0
Vera+Novak,3.293150684931507
Edwin+van der Pol,0.0
Vladimir+Timoshevskii,8.128767123287671
Antoine M.+van Oijen,12.917808219178083
Wendell H.+Potter,41.084931506849315
Thierry+Michel,0.0
Thierry+Mora,13.523287671232877
Mauro+Satta,2.967123287671233
Carena+Daniels,0.0
Yağmur+Aksu Korkmaz,0.0
Dmitrii L.+Maslov,21.865753424657534
Mélanie+Ferrié,0.0
Alexeï+Bosak,0.0
Philippe+Dieudonné,0.0
Peter+Glans,2.621917808219178
Piotr+Lange,0.0
Lars+Boyde,0.0
Detlef+Holstein,2.2958904109589042
Christopher+Lefky,0.0
Reijiro+Kubo,19.50958904109589
Y. Henry+Wen,4.553424657534246
Alexander W.+Glaetzle,1.978082191780822
Bojana+Popić,0.0
Laura+Tedeschini-Lalli,0.0
Willem+van de Water,31.972602739726028
Jérôme F. L.+Duval,0.0
Katalin+Varjú,11.882191780821918
Christian+Lerminiaux,0.0
Jeannette+Wulfhorst,0.0
Eoin+Kerrane,2.7534246575342465
Younes+Javanmard,0.0
Jacques+Dupont-Roc,0.4438356164383562
Günter+Majer,8.69041095890411
Marcus+Heuberger,0.0
Teodor+Zaharia,0.0
Daichi+Muranaka,0.0
Donald P.+Schneider,1.3397260273972602
Raúl+Gago,5.027397260273973
Marco+Borghesi,0.0
Aga+Shahee,0.0
Hannah+Funk,0.0
Elias+Coniavitis,0.0
Cristina+Navio,1.5671232876712329
Timothy P.+Lodge,19.323287671232876
Florian+Strigl,0.0
Jose R.+Lozano,0.9178082191780822
Yanier+Crespo,5.9150684931506845
Sebastian+Keller,0.0
Ahmad+Bedram,0.0
Pierre+Darancet,7.465753424657534
Marco+Guzzi,10.947945205479453
Arnaud+Arbouet,5.8931506849315065
Hanns Walter+Müller,9.73150684931507
Ronald+Geballe,25.186301369863013
Derek+Austin,0.0
Sandipan+Sengupta,7.7972602739726025
Sayantan+Ghosh,0.0
Vance+Bergeron,6.219178082191781
Sébastien+Manneville,15.112328767123287
Lasse B.+Vilhelmsen,0.33972602739726027
Arndt+Simon,4.197260273972603
Werner+Gillijns,0.03561643835616438
Jason+Brooks,0.0
Christophe+Berthod,5.989041095890411
Federico Garcia+Santibáñez,0.0
William+Detmold,11.682191780821919
Dumitru+Mazilu,12.334246575342465
Shogo+Hashimoto,0.0
Marcin+Dukalski,5.6
Miloslav+Znojil,20.934246575342467
Giles A.+Graham,0.0
Malcolm+Howells,0.0
Ahmed+Abdelzaher,0.0
Michael M.+Fogler,14.46027397260274
Pierre+de Fouquieres,0.0
Haitao+Wang,2.578082191780822
Vyacheslav F.+Solovyov,3.0246575342465754
Marie+D'Iorio,3.0465753424657533
Matthew J.+Carter,2.2684931506849315
Keshav M.+Dani,4.295890410958904
Kuldeep+Kumar,3.2054794520547945
Amir+Abdallah,0.0
Justin G.+Bohnet,5.082191780821918
Takashi+Washio,2.7150684931506848
Andres+Castellanos-Gomez,0.0
Antoni S.+Gozdz,0.0
Ondřej+Turek,0.0
José-María+Martí,0.0
Péter+Szelestey,0.0
James N.+Cook,0.024657534246575342
Romeo+de Coss,5.323287671232877
Sefi+Givli,1.36986301369863
Alberto+Ventura,0.0
Olivier+Michel,0.0
Wataru+Oohara,0.12876712328767123
Nigel+Wright,0.0
Etienne+Spaak,0.0
Dimas G.+de Oteyza,3.1013698630136988
Katrina E.+Hibberd,0.0
Christopher C. J.+Potter,0.0
Giacomo M.+D'Ariano,3.9178082191780823
Douglas H.+Ewing,0.0
Raz+Kupferman,22.991780821917807
Earl+Scime,12.66027397260274
Gunnar T.+Linke,0.0
J. Colin+Hill,3.9178082191780823
Mona+Frommert,1.5232876712328767
Michael+Hutchinson,0.0
Lawrence A.+Wade,2.164383561643836
Tanja+Pietraß,9.884931506849314
Philippe+Haas,0.0
Anton+Anema,0.0
Janice H.+Nickel,10.805479452054794
Eckhart+Fretwurst,0.0
Sergej+Orlov,1.1616438356164382
Erina+Nishida,0.6054794520547945
Lon+Wilkens,2.147945205479452
A. Sander+Haase,0.0
Kentaro+Sato,6.2164383561643834
William M.+Nelson,1.167123287671233
Guliano+Benenti,0.0
Akira+Hayama,0.0
Angelo+Calci,5.33972602739726
Leonard+Gamberg,14.597260273972603
Jiho+Kim,0.0
Thibault+Damour,28.747945205479454
Hiroto+Morishita,0.0
Hans+Rabus,2.558904109589041
Yoshio+Yamaguchi,32.73150684931507
Matthias+Rybarsch,0.0
Nathan+Goldman,4.597260273972603
Mohammad Abdur+Rashid,0.0
Mayumi+Aoki,16.08219178082192
Michael P.+Tuite,0.0
Yuriko Sassa+Kawamura,0.0
Sami+Nurmi,6.071232876712329
Kumar+Nanjundiah,0.0
Andrea+Fani,0.0
Evan H.+Abramson,4.109589041095891
Matt+Crawford,0.0
Donald E.+Wood,0.0
Horia I.+Petrache,0.5013698630136987
Verne N.+Schumaker,0.0
Steven J. M.+Habraken,8.276712328767124
Michel+Orrit,32.41917808219178
Kiyoshi+Nishizawa,0.0
Shuangquan+Xie,0.0
Denis+Bartolo,13.578082191780823
Michael+Rubinstein,26.367123287671234
Alberto+Abad,0.0
Koichi+Shimakawa,6.586301369863014
Kurt A.+Buzard,0.5808219178082191
Matthias+Apel,0.0
Nikolay+Nizov,0.0
Kin-Chit+O,0.0
Vincenzo+Augelli,0.0
Lorenz+Romaner,3.9917808219178084
Cynthia R.+McIntyre,0.0
Peter+Samuelsson,10.323287671232876
Matthew D.+Sievert,3.6082191780821917
Gorden+Videen,0.9205479452054794
Yosuke+Nagaoka,29.684931506849313
Karl+Mannheim,11.895890410958904
Sven+van Teeffelen,4.956164383561644
Daniela+Schulze,0.0
Ovidiu D.+Gordan,2.8575342465753426
Dawn A.+Bonnell,12.189041095890412
Vincent+Davesne,0.0
Takasi+Shoji,0.0
Alexia+Auffèves,7.920547945205479
Kausik+Bhattacharyya,0.0
Alison E.+Malcolm,1.2383561643835617
Michael+Neumann,0.0
Hideyuki+Kato,0.0
Linus+Pauling,66.20821917808219
Wanhee+Lee,5.005479452054795
Timothy M.+Swager,0.0
Hidehiko+Fukunaga,0.0
S. Alexander+Ridgway,1.16986301369863
Christian K.+Machens,0.0
Steve B.+Lowen,0.0
Kengo+Ishiyama,1.4219178082191781
Edgar Campos+Furtado,0.8602739726027397
Cory R.+Dean,4.1287671232876715
Kenneth C.+Rule,1.167123287671233
Konstantinos+Konstantinou,0.0
Erwin A.+Schuberth,1.3835616438356164
Omer+Donmez,0.0
Bruno+Bassetti,2.8602739726027395
Laure+Bourgeois,1.484931506849315
Steven S.+McCready,0.0
Gabriel+Hose,14.01095890410959
Trieu+Nguyen,0.0
Erwin M.+Friedlander,0.0
Ted M.+Clark,0.0
Kazuki+Kishinawa,1.093150684931507
Torsten+Rabe,0.0
Elena+Gnani,1.084931506849315
V. Kelvin+Neil,0.0
Tiago P.+Peixoto,12.556164383561644
Arthur+Parzygnat,0.0
Nick P.+Proukakis,3.96986301369863
Dieter H.+Hartmann,0.726027397260274
Pranati K.+Rath,1.6767123287671233
Thiago V.+Acconcia,0.4849315068493151
Antti+Lauri,0.0
Shigeki+Otani,14.147945205479452
Filip A.+Rasmussen,0.0
Mihoko M.+Nojiri,27.64109589041096
Sergey+Polyutov,0.0
Yves+Noat,11.805479452054794
Edwin C.+Jones,0.9917808219178083
Malay+Dalui,0.0
Thierry+Dombre,14.317808219178081
Naresh+Chandra,12.210958904109589
Henrique N.+Bez,0.0
Jihyun+Choi,0.0
Mukesh+Kumar,30.167123287671235
Vittorio+Rosato,14.005479452054795
Barry+Winn,2.3753424657534246
Jacob J.+Wisser,0.0
Jonghyun+Kahng,0.0
Kazuhito+Fujii,2.378082191780822
Nils Erik+Dahlen,5.7835616438356166
Douglas E.+Baldwin,0.4383561643835616
Julia A.+Kornfield,0.0
Colin V.+Parker,4.947945205479452
Sabine+Leroch,0.0
Karen+Lee,0.0
Gabriel A.+Cwilich,5.786301369863014
Aniello+Lampo,1.9863013698630136
Jason+Pelc,0.0
Igor+Zorić,2.7041095890410958
Reinaldo+de Melo e Souza,3.504109589041096
Shlomo+Ovadia,0.0
Anne K.+Starace,0.0
Holger+Haas,0.0
Delia+Ristoiu,0.0
Dipti+Pal,0.0
P. Craig+Taylor,2.063013698630137
Howard C.+Berg,43.36986301369863
Sylvain+Bréchet,0.0
Brice+Smith,0.0
James R.+Beckett,2.9178082191780823
Wiebe+Geertsma,0.0
Douglas C.+Allan,33.484931506849314
Victor V.+Kulagin,4.4082191780821915
Leon J.+Radziemski,6.671232876712328
Thuc-Quyen+Nguyen,2.6465753424657534
Alexander+Piel,23.07123287671233
Apisit+Tongchai,0.0
Nuno+Franco,0.0
Michael+Naguib,0.2356164383561644
Alexander+Shengelaya,0.0
Ahmad+Amjadi,0.0
Gian Luca+Pellegrini,0.0
Dimitris A.+Papaconstantopoulos,0.0
Sebastian+Orzeł,0.0
Balbir S.+Reehal,0.0
Ann E.+Orel,16.704109589041096
Ludivine+Chauvière,0.0
Seyed Mohammad Hashemi+Rafsanjani,0.0
Christoph+Hufnagel,7.526027397260274
Pavel+Korzhavyi,0.0
Grzegorz+Białkowski,0.0
Sherwin J.+Singer,18.802739726027397
Koichi+Miyamoto,3.8
Philip J.+Camp,16.994520547945207
Antoine+Campagne,0.0
Masataka+Kuwamura,0.0
Tapani A.+Pakkanen,13.926027397260274
Álvaro+Corral,21.75890410958904
Swami+Iyer,0.0
Anne S.+Meeussen,0.0
Rajendra R.+Zope,18.75068493150685
Kay+Weiss,0.0
Wolfgang+Muschik,2.0027397260273974
Vandana+Nanal,1.2438356164383562
Vladimir I.+Sugakov,0.0
Jackson D.+Clarke,4.32054794520548
Haruki+Okawa,0.0
Caroline+Mellot-Draznieks,0.0
Régis+André,11.92876712328767
Allan+Rosencwaig,10.712328767123287
Hogun+Jhang,0.0
Celso P.+de Melo,7.7534246575342465
Changbong+Hyeon,4.605479452054794
Katalin+Kovács,2.936986301369863
Joanna+Schmit,0.0
Peter+Orland,28.86849315068493
Shayne+Reichard,0.0
Jivtesh+Garg,2.254794520547945
Yuriy+Zinchenko,4.186301369863013
Peter R.+Forman,0.0
Peter+Lipa,3.926027397260274
Josep M.+Ribó,0.0
Kostas N.+Orginos,0.0
Stefano+Ranfone,0.915068493150685
W. P. Karel+Zapfe,0.0
Rolf E.+Isele-Holder,0.0
Stuart P.+Lloyd,2.126027397260274
Maxim V.+Paliy,2.3917808219178083
Max+Goodrich,26.101369863013698
Vishagan+Ratnaswamy,0.0
Josef+Zähringer,0.0
Angela J.+Langdon,0.0
Xavier+Garcia i Tormo,0.0
James+Corones,1.6876712328767123
Alexander+Schwarz,4.583561643835616
Guangqiang+Jia,1.0547945205479452
Hideko+Nagahiro,15.12054794520548
Michael+Kempe,0.0
Guenter W.+Gross,16.323287671232876
Christian+Jost,1.5287671232876712
Roberto P. J.+Perazzo,2.665753424657534
Santanu+Mondal,0.32602739726027397
Gregoire+Brebner,0.0
Binit+Lukose,0.0
Ardavan F.+Oskooi,0.0
Prashant+Nagpal,0.0
Alfred A.+Kraus,4.2027397260273975
Kenichi+Imaeda,1.4493150684931506
Gennadiy+Burlak,7.158904109589041
Antoine J.+Cerfon,0.0
Tristan+Farrow,1.452054794520548
Fabian+Brau,13.830136986301369
Markus+Bär,17.904109589041095
Kenneth+Emerson,6.7534246575342465
Hironobu+Inoue,0.0
Peter+Ashburn,0.0
Mitsuhiro+Toriumi,0.0
Alain+Gonfalone,0.0
Marin+Soljačic,0.0
Oswaldo+Zapata,0.0
Hazel+Pearson,0.0
Jan+Götzen,0.0
Peter+Rech,0.0
Mustapha+Ishak,15.553424657534247
Alain+Goriely,21.063013698630137
Christopher D.+Hamley,0.6356164383561644
Jeff+Houze,0.0
Alessandro+Micco,0.0
Shinsuke+Shibata,0.0
Ferenc+Mezei,0.0
Huiqiu+Yuan,0.0
Frank+Eisert,1.915068493150685
Felix+Hoehne,7.249315068493151
Jiri+Malek,0.0
Yoske+Sumitomo,2.717808219178082
Estela A.+Gonzalez,0.0
Elina+Keihänen,0.019178082191780823
Besim+Tanyel,0.0
Samuel H.+Blitz,0.0
Gianpaolo+Vicario,0.9397260273972603
Nigel J.+Shevchik,0.915068493150685
Kenneth M.+Watson,28.145205479452056
Lev N.+Bulaevskii,15.38082191780822
Glauber T.+Marques,0.03561643835616438
Alok+Gambhir,0.0
Mihail+Mirea,0.0
Alexandre+Yale,0.0
Tomoya+Higo,2.1561643835616437
Gerhard+Hobler,0.0
Evgueni+Nikitin,0.0
James W.+Landry,3.706849315068493
Horacio Tertuliano S.+Filho,0.0
Aurelio+Patelli,2.084931506849315
Michael J.+Sayers,0.0
A. Hadj+Sahraoui,0.0
Jeremy+Kavka,0.0
Adrian+Nicholl,0.0
James D.+Boyer,1.821917808219178
W. Norwood+Lowry,0.0
Laurent G.+Caron,16.764383561643836
Mohamed H.+Mabrouk,0.0
Jaume+Gomis,0.0
Katarzyna+Zwierzchowska,1.5452054794520549
Neal+Turner,0.0
Anna+Gutina,0.0
Péter+Ván,0.0
Assunta+Bonanno,1.9534246575342467
Hiroshi+Akera,26.72876712328767
Atsushi+Takashima,0.0
Lorand+Delczeg,0.5068493150684932
Kentarou+Sawano,6.13972602739726
Ton G.+van Leeuwen,9.312328767123288
Ivan+Biaggio,18.268493150684932
Vivek+Mishra,9.098630136986301
Miomir B.+Djordjević,0.0
Mukesh+Dhamala,0.0
Rosemary A.+MacDonald,19.016438356164382
Namil+Kim,0.0
Christiana+Athanasiou,1.252054794520548
Keiji+Fukui,0.0
Maitreyee+Nandy,22.616438356164384
Freek J. M.+Hoeben,0.0
José Nelson+Onuchic,8.016438356164384
Peter+Anders,2.2246575342465755
Miladin+Radovic,0.21095890410958903
James M.+Takacs,0.0
Lucy D.+Whalley,0.0
Gregory+Coard,0.0
CHARLES R.+WHITSETT,0.0
Isa+Brandão,0.0
Wayne Y.+Fung,0.0
