Article ID - Female,Article ID - Male,degree - Female,degree - Male,FF citations,MF citations,FM citations,MM citations
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.94.064318,2,0,1,0,0,0
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.92.054311,2,6,1,0,0,1
10.1103/PhysRevC.93.034608,10.1103/PhysRevC.90.064312,1,2,0,0,1,0
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.91.025803,2,18,1,0,0,1
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.91.054005,2,3,1,0,0,1
10.1103/PhysRevC.54.2493,10.1103/PhysRevC.34.1950,2,3,0,0,0,0
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.55.1917,3,5,0,0,0,1
10.1103/PhysRevC.54.R464,10.1103/PhysRevC.34.1950,2,3,1,0,0,0
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.34.2186,3,0,0,0,0,0
10.1103/PhysRevC.44.1040,10.1103/PhysRevC.58.2787,1,6,0,0,0,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.58.2787,9,6,1,1,0,0
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.93.014314,1,0,1,0,0,0
10.1103/PhysRevC.93.054328,10.1103/PhysRevC.93.064314,0,0,0,0,0,0
10.1103/PhysRevC.89.057301,10.1103/PhysRevC.93.064314,3,0,1,0,0,0
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.93.054605,2,0,1,0,0,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.40.2383,9,9,1,1,0,4
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.93.044301,1,4,1,0,0,0
10.1103/PhysRevC.83.045810,10.1103/PhysRevC.82.027307,41,2,5,7,1,0
10.1103/PhysRevC.69.024615,10.1103/PhysRevC.60.054604,4,16,0,2,2,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.61.054606,16,9,2,0,1,0
10.1103/PhysRevC.71.044002,10.1103/PhysRevC.63.064608,4,6,1,0,2,2
10.1103/PhysRevC.89.057301,10.1103/PhysRevC.91.014309,3,2,1,0,0,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.34.2373,9,14,1,1,0,3
10.1103/PhysRevC.85.064608,10.1103/PhysRevC.84.044614,3,0,2,1,0,0
10.1103/PhysRevC.12.1589,10.1103/PhysRevC.8.75,1,3,0,0,1,2
10.1103/PhysRevC.1.408,10.1103/PhysRevC.54.1976,0,18,0,0,1,4
10.1103/PhysRevC.68.014318,10.1103/PhysRevC.1.408,17,0,1,6,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.66.064304,0,5,0,0,0,4
10.1103/PhysRevC.1.408,10.1103/PhysRevC.51.1777,0,0,0,0,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.66.034301,0,11,0,0,0,4
10.1103/PhysRevC.1.408,10.1103/PhysRevC.56.199,0,18,0,0,1,4
10.1103/PhysRevC.85.064608,10.1103/PhysRevC.83.064604,3,0,2,1,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.88.054620,2,1,1,1,1,0
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.86.034318,15,15,2,1,0,4
10.1103/PhysRevC.22.2591,10.1103/PhysRevC.32.1376,14,4,2,2,0,0
10.1103/PhysRevC.68.014318,10.1103/PhysRevC.65.034325,17,1,1,6,0,1
10.1103/PhysRevC.65.034325,10.1103/PhysRevC.66.064304,1,5,0,1,0,4
10.1103/PhysRevC.65.034325,10.1103/PhysRevC.66.034301,1,11,0,1,0,4
10.1103/PhysRevC.94.054317,10.1103/PhysRevC.94.064001,0,0,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.051601,0,8,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.86.051601,0,8,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.84.044620,0,15,0,0,0,4
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.89.057603,10.1103/PhysRevC.84.044614,1,0,1,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.91.034612,0,1,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024620,0,8,0,0,0,3
10.1103/PhysRevC.84.057602,10.1103/PhysRevC.84.044614,0,0,0,0,0,0
10.1103/PhysRevC.78.014007,10.1103/PhysRevC.63.034609,11,10,2,6,1,1
10.1103/PhysRevC.63.034609,10.1103/PhysRevC.87.054006,10,4,1,1,0,2
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.044620,0,15,0,0,0,4
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.89.057603,10.1103/PhysRevC.83.064604,1,0,1,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.91.034612,0,1,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024620,0,8,0,0,0,3
10.1103/PhysRevC.84.057602,10.1103/PhysRevC.83.064604,0,0,0,0,0,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.87.044325,9,10,0,3,0,2
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.90.054319,9,1,0,3,0,1
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.90.044316,15,3,2,1,0,1
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.87.054310,15,15,2,1,0,6
10.1103/PhysRevC.88.044320,10.1103/PhysRevC.85.021303,8,15,2,1,2,1
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.85.031302,15,5,2,1,0,2
10.1103/PhysRevC.89.057603,10.1103/PhysRevC.88.057603,1,0,1,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.92.034616,16,4,2,0,0,1
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.87.061901,1,6,1,0,2,0
10.1103/PhysRevC.88.057603,10.1103/PhysRevC.91.034612,0,1,0,0,0,0
10.1103/PhysRevC.44.1040,10.1103/PhysRevC.50.R571,1,3,0,0,0,0
10.1103/PhysRevC.88.017603,10.1103/PhysRevC.84.064310,2,10,2,0,0,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.50.R571,9,3,1,1,0,0
10.1103/PhysRevC.86.024903,10.1103/PhysRevC.85.034904,9,1,1,2,1,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.34.2373,9,14,1,1,0,3
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.86.054905,1,0,1,0,0,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.85.034904,2,1,0,1,1,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.84.044620,0,15,0,0,0,4
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.88.064327,0,6,0,0,0,1
10.1103/PhysRevC.58.2864,10.1103/PhysRevC.51.822,15,6,1,0,2,0
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.93.014001,1,2,0,0,0,0
10.1103/PhysRevC.51.822,10.1103/PhysRevC.84.014613,6,3,2,0,0,1
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.84.014613,16,3,2,0,0,1
10.1103/PhysRevC.80.024322,10.1103/PhysRevC.69.034602,3,2,3,0,2,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.044620,0,15,0,0,0,4
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.88.064327,0,6,0,0,0,1
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.76.014003,10.1103/PhysRevC.75.044001,10,6,6,0,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.79.065501,6,10,1,1,0,2
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.91.044326,9,0,0,3,0,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.94.064607,9,0,0,3,0,0
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.90.054311,15,12,2,1,0,4
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.88.054325,15,9,2,1,0,4
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.91.044606,15,2,2,1,0,0
10.1103/PhysRevC.51.822,10.1103/PhysRevC.92.034616,6,4,2,0,0,1
10.1103/PhysRevC.57.R22,10.1103/PhysRevC.51.822,8,6,3,0,2,0
10.1103/PhysRevC.51.822,10.1103/PhysRevC.88.014614,6,34,2,0,0,7
10.1103/PhysRevC.69.024615,10.1103/PhysRevC.51.822,4,6,0,2,2,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.92.034616,16,4,2,0,0,1
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.054308,1,3,0,0,0,1
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.90.015801,1,1,0,1,0,1
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.94.054006,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.94.054006,5,0,0,1,0,0
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.12.225,13,18,0,1,1,10
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.88.014614,16,34,2,0,0,7
10.1103/PhysRevC.88.057603,10.1103/PhysRevC.88.064327,0,6,0,0,0,1
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.83.065801,2,3,1,0,0,1
10.1103/PhysRevC.69.024615,10.1103/PhysRevC.60.054604,4,16,0,2,2,0
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.7.248,13,12,0,1,0,1
10.1103/PhysRevC.92.044610,10.1103/PhysRevC.87.064308,3,1,0,0,0,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.88.024312,9,2,0,3,0,1
10.1103/PhysRevC.65.034325,10.1103/PhysRevC.88.024312,1,2,0,1,0,1
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.87.044612,10.1103/PhysRevC.84.044614,1,0,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.069904,0,0,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.044612,0,2,0,0,0,0
10.1103/PhysRevC.90.037602,10.1103/PhysRevC.84.044614,0,0,0,0,0,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.82.014908,30,17,8,14,0,14
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.87.044612,10.1103/PhysRevC.83.064604,1,0,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.069904,0,0,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.86.044612,0,2,0,0,0,0
10.1103/PhysRevC.90.037602,10.1103/PhysRevC.83.064604,0,0,0,0,0,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.87.044325,9,10,0,3,0,2
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.88.054327,9,6,0,3,0,1
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.90.054319,9,1,0,3,0,1
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.91.064001,2,2,1,0,0,1
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.91.064001,3,2,1,1,0,1
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.91.064001,5,2,0,1,0,1
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.84.024915,13,4,8,4,0,4
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.83.044904,30,5,8,14,5,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.84.067902,30,16,8,14,0,13
10.1103/PhysRevC.80.064001,10.1103/PhysRevC.75.044001,4,6,1,0,1,1
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.82.051901,30,11,8,14,0,11
10.1103/PhysRevC.86.054317,10.1103/PhysRevC.82.027307,7,2,0,0,1,0
10.1103/PhysRevC.86.054317,10.1103/PhysRevC.84.044307,7,3,0,0,1,1
10.1103/PhysRevC.86.054317,10.1103/PhysRevC.83.064304,7,5,0,0,0,1
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.77.024905,10.1103/PhysRevC.74.064907,10,30,4,3,8,14
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.82.024906,30,13,8,14,1,11
10.1103/PhysRevC.78.064904,10.1103/PhysRevC.74.064907,9,30,6,3,8,14
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.85.044903,30,19,8,14,2,15
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.77.044904,30,0,8,14,0,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.84.044901,30,12,8,14,0,11
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.76.064905,30,22,8,14,0,19
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.81.044912,30,9,8,14,1,8
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.81.054906,30,2,8,14,1,1
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.78.034904,30,9,8,14,0,5
10.1103/PhysRevC.67.029802,10.1103/PhysRevC.65.034325,0,1,0,0,0,1
10.1103/PhysRevC.2.1174,10.1103/PhysRevC.43.1824,2,2,0,0,0,0
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.92.014320,6,3,1,1,0,2
10.1103/PhysRevC.76.014003,10.1103/PhysRevC.75.044001,10,6,6,0,1,1
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.85.064324,2,13,0,0,0,4
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.79.054903,3,2,0,0,0,0
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.80.064909,2,13,1,0,8,4
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.85.034904,2,1,1,0,1,0
10.1103/PhysRevC.77.034310,10.1103/PhysRevC.76.054319,8,24,1,1,7,1
10.1103/PhysRevC.91.034332,10.1103/PhysRevC.92.064608,3,1,1,0,0,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.85.037901,13,0,8,4,0,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.84.067902,13,16,8,4,0,13
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.051901,13,11,8,4,0,11
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.024906,13,13,8,4,1,11
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.064904,13,1,8,4,0,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.80.064909,2,13,0,1,8,4
10.1103/PhysRevC.10.19,10.1103/PhysRevC.14.698,14,9,0,0,0,0
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.91.014315,3,4,1,1,0,0
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.82.034609,14,26,3,1,2,9
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.76.044323,3,14,1,1,3,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.83.044609,14,20,3,1,1,8
10.1103/PhysRevC.85.024303,10.1103/PhysRevC.76.044323,5,14,1,0,3,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.85.044308,14,5,3,1,0,0
10.1103/PhysRevC.79.044606,10.1103/PhysRevC.76.044323,37,14,1,12,3,1
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.80.014907,3,1,0,0,0,0
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.85.044320,3,7,1,1,2,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.054308,1,3,0,0,0,1
10.1103/PhysRevC.7.280,10.1103/PhysRevC.33.1315,6,17,0,0,1,1
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.83.054907,3,4,0,0,0,0
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.77.034909,3,6,0,0,0,2
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.94.044901,3,0,0,0,0,0
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.85.044910,3,16,0,0,4,7
10.1103/PhysRevC.76.064908,10.1103/PhysRevC.83.024905,3,0,0,0,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.92.025801,2,4,1,0,0,0
10.1103/PhysRevC.88.017603,10.1103/PhysRevC.84.064310,2,10,2,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.93.064609,16,0,2,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.83.054617,16,7,2,0,0,2
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.85.064324,7,13,2,0,0,4
10.1103/PhysRevC.7.280,10.1103/PhysRevC.10.464,6,42,0,0,1,7
10.1103/PhysRevC.19.1794,10.1103/PhysRevC.7.280,1,6,0,0,0,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.85.034904,2,1,0,1,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.86.041603,15,6,2,1,0,2
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.88.054620,2,1,1,1,1,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.91.044316,9,5,0,3,0,1
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.84.044610,9,11,0,3,0,0
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.90.044316,15,3,2,1,0,1
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.86.034318,15,15,2,1,0,4
10.1103/PhysRevC.88.044320,10.1103/PhysRevC.85.021303,8,15,2,1,2,1
10.1103/PhysRevC.91.035201,10.1103/PhysRevC.91.045206,0,1,0,0,0,1
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.94.064318,1,0,0,0,0,0
10.1103/PhysRevC.93.034608,10.1103/PhysRevC.92.044003,1,1,0,0,0,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.89.024302,0,9,0,0,2,0
10.1103/PhysRevC.53.50,10.1103/PhysRevC.36.277,1,0,1,0,0,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.88.024312,9,2,0,3,0,1
10.1103/PhysRevC.74.024608,10.1103/PhysRevC.88.024312,1,2,0,1,0,1
10.1103/PhysRevC.85.024303,10.1103/PhysRevC.81.034321,5,2,1,0,0,0
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.91.054005,2,3,0,0,0,1
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.87.044325,9,10,0,3,0,2
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.88.054327,9,6,0,3,0,1
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.90.054319,9,1,0,3,0,1
10.1103/PhysRevC.60.014307,10.1103/PhysRevC.36.277,0,0,0,0,0,0
10.1103/PhysRevC.91.014315,10.1103/PhysRevC.91.054005,4,3,0,0,0,1
10.1103/PhysRevC.74.024608,10.1103/PhysRevC.87.044325,1,10,0,1,0,2
10.1103/PhysRevC.74.024608,10.1103/PhysRevC.88.054327,1,6,0,1,0,1
10.1103/PhysRevC.89.054907,10.1103/PhysRevC.65.034325,0,1,0,0,0,1
10.1103/PhysRevC.74.024608,10.1103/PhysRevC.90.054319,1,1,0,1,0,1
10.1103/PhysRevC.89.057301,10.1103/PhysRevC.91.024320,3,4,1,0,0,1
10.1103/PhysRevC.89.057301,10.1103/PhysRevC.91.014309,3,2,1,0,0,0
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.91.054005,7,3,2,0,0,1
10.1103/PhysRevC.74.024608,10.1103/PhysRevC.77.024318,1,7,0,1,0,6
10.1103/PhysRevC.36.277,10.1103/PhysRevC.40.887,0,7,0,0,0,2
10.1103/PhysRevC.74.024608,10.1103/PhysRevC.78.064601,1,1,0,1,0,1
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.054901,13,1,8,4,0,1
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.014908,13,17,8,4,0,14
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.80.064909,0,13,0,0,8,4
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.85.034904,0,1,0,0,1,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.88.014909,13,8,8,4,1,1
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.88.014909,1,8,1,0,1,1
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.88.054620,2,1,1,1,1,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.85.015806,2,2,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.85.015806,5,2,0,1,0,0
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.80.064909,2,13,1,0,8,4
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.85.034904,2,1,1,0,1,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.88.034902,13,2,8,4,0,2
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.88.034902,1,2,1,0,0,2
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.91.064001,2,2,1,0,0,1
10.1103/PhysRevC.89.014905,10.1103/PhysRevC.80.064909,6,13,3,2,8,4
10.1103/PhysRevC.89.014905,10.1103/PhysRevC.85.034904,6,1,3,2,1,0
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.80.064909,9,13,2,2,8,4
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.85.034904,9,1,2,2,1,0
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.86.051301,15,32,2,1,1,4
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.89.034314,1,9,0,0,0,2
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.94.054902,13,0,8,4,0,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.87.034905,13,7,8,4,0,3
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.85.044903,13,19,8,4,2,15
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.84.044901,13,12,8,4,0,11
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.91.024912,13,1,8,4,0,1
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.86.064904,13,16,8,4,1,6
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.94.014610,1,0,0,0,0,0
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.94.034004,2,0,1,0,0,0
10.1103/PhysRevC.91.034325,10.1103/PhysRevC.90.064312,1,2,1,0,1,0
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.94.064001,2,0,1,0,0,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.92.011602,1,14,0,0,0,8
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.92.054614,1,5,0,0,0,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.94.054902,1,0,1,0,0,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.92.034601,1,4,0,0,0,3
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.87.061302,1,9,0,0,1,3
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.91.064607,1,4,0,0,0,2
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.94.054006,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.94.054006,5,0,0,1,0,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.014614,1,34,0,0,0,7
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.91.055807,2,4,1,0,0,1
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.83.065801,2,3,1,0,0,1
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.044310,1,10,0,0,0,5
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.87.034905,1,7,1,0,0,3
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.61.054606,16,9,2,0,1,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.90.064614,1,12,0,0,0,4
10.1103/PhysRevC.94.054317,10.1103/PhysRevC.94.064001,0,0,0,0,0,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.85.044903,1,19,1,0,2,15
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.93.034329,2,2,1,0,0,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.91.024912,1,1,1,0,0,1
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.86.064904,1,16,1,0,1,6
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.93.014001,1,2,0,0,0,0
10.1103/PhysRevC.88.024327,10.1103/PhysRevC.92.064324,2,1,0,0,0,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.86.054315,6,2,1,1,0,0
10.1103/PhysRevC.79.064303,10.1103/PhysRevC.75.044001,10,6,0,1,1,1
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.75.051303,6,37,1,1,1,19
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.77.025502,6,6,1,1,0,3
10.1103/PhysRevC.88.024327,10.1103/PhysRevC.94.014324,2,0,0,0,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.94.054006,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.94.054006,5,0,0,1,0,0
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.94.064001,1,0,0,0,0,0
10.1103/PhysRevC.66.039902,10.1103/PhysRevC.68.055205,3,11,2,0,2,4
10.1103/PhysRevC.63.064608,10.1103/PhysRevC.68.055205,6,11,2,2,2,4
10.1103/PhysRevC.63.064608,10.1103/PhysRevC.65.045207,6,0,2,2,0,0
10.1103/PhysRevC.71.044002,10.1103/PhysRevC.66.039902,4,3,1,0,2,0
10.1103/PhysRevC.71.044002,10.1103/PhysRevC.63.064608,4,6,1,0,2,2
10.1103/PhysRevC.93.054307,10.1103/PhysRevC.94.054607,0,0,0,0,0,0
10.1103/PhysRevC.88.054302,10.1103/PhysRevC.77.054311,0,2,0,0,0,0
10.1103/PhysRevC.77.054311,10.1103/PhysRevC.84.054604,2,2,0,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.68.014317,16,13,2,0,0,3
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.87.034606,7,6,2,0,1,1
10.1103/PhysRevC.94.054317,10.1103/PhysRevC.94.064001,0,0,0,0,0,0
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.79.055501,6,69,1,1,4,19
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.93.031301,1,4,0,0,0,1
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.93.014001,1,2,0,0,0,0
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.76.024315,6,32,1,1,0,10
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.75.051303,6,37,1,1,1,19
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.77.025502,6,6,1,1,0,3
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.81.024321,6,26,1,1,1,8
10.1103/PhysRevC.16.529,10.1103/PhysRevC.28.2525,3,6,0,0,0,0
10.1103/PhysRevC.94.034606,10.1103/PhysRevC.90.064312,0,2,0,0,1,0
